@  id    name        volt      Eq            R         X         B             I_node            J_node           I_P          I_Q          J_P          J_Q          I_off        J_off        Ih          Pi_meas          Qi_meas          Pj_meas          Qj_meas           I_nd          J_nd         I_bs          J_bs         I_island     J_island     R*              X*              B*
// 序号  交流线路名  电压等级  等值线路标志  线路电阻  线路电抗  线路单端电纳  I端所在拓扑节点   J端所在拓扑节点  I端有功功率  I端无功功率  J端有功功率  J端无功功率  I端开断标志  J端开断标志  允许载流量  I端有功功率量测  I端无功功率量测  J端有功功率量测  J端无功功率量测   I端物理节点   J端物理节点  I端计算节点   J端计算节点  I端电气岛号  J端电气岛号  线路电阻标幺值  线路电抗标幺值  线路单端电纳标幺值
#  1325  吉林.220kV新大甲线  220  0  2.877380  14.955600  4.039257e-06  吉林.新志变.220.2611   吉林.大安变.220.2304     10.921     -1.417    -10.914      1.006  0  0    800.000     10.80     -7.00    -10.82     -0.79  35118  33191  2611  2304  0  0  0.005439  0.028271  0.002137
#  1326  吉林.220kV镇新线  220  0  0.528044  13.794000  4.671385e-05  吉林.镇赉变.220.2249   吉林.新志变.220.2611     -3.855     -8.114      3.856      3.001  0  0    800.000     -4.44    -12.51      3.82      2.64  34860  35119  2249  2611  0  0  0.000998  0.026076  0.024712
#  1327  吉林.220kV甜新线  220  0  3.022096  13.068000  1.321550e-04  东北.甜水站.220.2491   吉林.新志变.220.2611    -55.598    -22.178     55.783      8.558  0  0   1970.000    -56.77    -24.88     54.00     12.57  35234  35120  2491  2611  0  0  0.005713  0.024703  0.069910
#  1328  吉林.220kV新大乙线  220  0  2.988700  11.954801  5.907232e-05  吉林.新志变.220.2611   吉林.大安变.220.2304     13.396     -5.460    -13.386     -0.988  0  0    800.000     14.05     -9.39    -14.08     -0.70  35125  35206  2611  2304  0  0  0.005650  0.022599  0.031249
#  1329  吉林.仲汪线  220  0  1.457566  5.830264  2.448967e-05  吉林.振发仲安光伏电站.220.2613   吉林.汪清变.220.2306     40.342      0.186    -40.297     -2.636  0  0    610.000     39.92      0.94    -39.71     -3.12  35129  35127  2613  2306  0  0  0.002755  0.011021  0.012955
#  1330  吉林.220kV荣广甲线  220  0  4.023008  17.835884  5.226446e-05  吉林.广发变.220.2532   吉林.荣家变.220.2616    -35.986    -13.611     36.091      8.402  0  0    710.000    -32.15    -15.67     31.63      9.65  35128  35137  2532  2616  0  0  0.007605  0.033716  0.027648
#  1331  吉林.220kV荣广乙线  220  0  5.779928  24.579941  9.926240e-05  吉林.广发变.220.2532   吉林.荣家变.220.2616    -26.128    -12.932     26.207      2.490  0  0    710.000    -28.13    -11.92     25.31      5.71  35172  35138  2532  2616  0  0  0.010926  0.046465  0.052510
#  1332  吉林.220kV扶荣线  220  0  1.892924  24.018017  8.770868e-05  吉林.扶余变.220.2251   吉林.荣家变.220.2616     39.179     -9.319    -39.125      0.427  0  0    710.000     40.13    -11.67    -40.13      1.47  35173  35139  2251  2616  0  0  0.003578  0.045403  0.046398
#  1333  东北.500kV甜向2号线  500  0  0.500000  11.080001  9.007560e-05  东北.向阳站.500.2618   东北.甜水站.500.2490   -162.677     11.207    162.727    -60.703  0  0   3380.000   -159.64      7.44    156.87    -57.87  35151  35176  2618  2490  0  0  0.000181  0.004020  0.248271
#  1334  东北.500kV甜向1号线  500  0  1.500000  11.030000  1.000800e-04  东北.向阳站.500.2618   东北.甜水站.500.2490   -158.158     22.694    158.305    -77.822  0  0   3380.000   -158.68     19.92    152.00    -69.45  35152  33512  2618  2490  0  0  0.000544  0.004002  0.275846
#  1335  东北.500kV扎向2号线  500  0  2.997500  38.262501  3.159800e-04  东北.向阳站.500.2618   东北.扎鲁特换流站.500.485    256.926   -110.656   -256.217     64.492  0  0   3380.000    251.70   -109.71   -254.38  ''  35154  28939  2618  485  0  0  0.001088  0.013882  0.870920
#  1336  东北.500kV扎向1号线  500  0  2.997500  38.262501  3.159800e-04  东北.向阳站.500.2618   东北.扎鲁特换流站.500.485    256.926      0.873   -256.217    -58.120  0  0   3380.000    253.11      2.25   -255.22    -59.95  35156  29877  2618  485  0  0  0.001088  0.013882  0.870920
#  1337  吉林.220kV向洮线  220  0  0.849904  6.598372  4.036157e-05  东北.向阳站.220.2619   吉林.洮南变.220.2253      0.000     -4.300      0.000      0.000  0  1   1690.000      0.00     -4.31      0.00      0.00  35157  35177  2619  2253  0  0  0.001607  0.012473  0.021351
#  1338  吉林.220kV同向线  220  0  3.280068  25.841726  1.580785e-04  东北.向阳站.220.2619   吉林.同发风场.220.2324    -31.255    -11.916     31.316     -4.509  0  0   1670.000    -30.13     -9.03     29.47     -6.97  35162  35178  2619  2324  0  0  0.006201  0.048850  0.083624
#  1339  吉林.220kV向胡乙线  220  0  2.871088  13.485208  7.858265e-05  东北.向阳站.220.2619   吉林.胡家变.220.2630    -34.450      0.299     34.515     -8.372  0  0   1220.000    -33.59      0.00     33.58     -9.29  35163  35208  2619  2630  0  0  0.005427  0.025492  0.041570
#  1340  吉林.220kV向胡甲线  220  0  2.871088  13.485208  7.858265e-05  东北.向阳站.220.2619   吉林.胡家变.220.2630    -34.450      0.299     34.515     -8.372  0  0   1220.000    -33.75      0.00     33.93     -9.29  35164  35207  2619  2630  0  0  0.005427  0.025492  0.041570
#  1341  吉林.220kV荣农线  220  0  8.565831  43.042122  1.515041e-04  吉林.荣家变.220.2616   吉林.农安变.220.2334      0.000    -16.556      0.000      0.000  0  1    710.000      0.00    -15.78      0.00      0.00  35174  35189  2616  2334  0  0  0.016192  0.081365  0.080146
#  1342  吉林.220kV前荣线  220  0  2.020700  15.307467  9.363842e-05  吉林.荣家变.220.2616   吉林.前郭变.220.2338    -42.004      8.759     42.076    -18.420  0  0    710.000    -41.37      3.80     40.04    -14.08  35175  35190  2616  2338  0  0  0.003820  0.028937  0.049535
#  1343  吉林.220kV热城甲线  220  0  0.736164  3.698244  1.756198e-04  吉林.东南热电厂.220.nd35186   吉林.南城变.220.2603      0.000      0.000      0.000      0.000  1  1    845.000      0.00      0.00      0.00      0.00  35186  35179  2624  2603  -1  0  0.001392  0.006991  0.092903
#  1344  吉林.220kV热城乙线  220  0  0.736164  3.698244  1.756198e-04  吉林.东南热电厂.220.nd35185   吉林.南城变.220.2603      0.000      0.000      0.000      0.000  1  1    845.000      0.00      0.00      0.00      0.00  35185  35180  2624  2603  -1  0  0.001392  0.006991  0.092903
#  1345  吉林.220kV岗热线  220  0  6.047459  24.189835  8.201032e-05  吉林.大岗风场.220.2441   吉林.长山厂.220.2398     21.369    -15.741    -21.304      7.031  0  0    710.000     22.42    -16.08    -22.42      8.16  35181  35182  2441  2398  0  0  0.011432  0.045727  0.043383
#  1346  吉林.220kV白大线  220  0  5.185576  27.587999  1.354339e-04  吉林.白城变.220.2208   吉林.大安变.220.2304    -16.025    -15.040     16.055      0.411  0  0    710.000    -15.79    -15.31     15.84     -2.38  35183  35184  2208  2304  0  0  0.009803  0.052151  0.071645
#  1347  东北.昌梨线  500  0  2.690000  53.320000  3.936000e-04  东北.昌盛站.500.2627   东北.梨树站.500.2425    239.454      0.908   -238.900    -98.320  0  0   2700.000    249.40     -0.40   -248.95   -100.49  35191  33431  2627  2425  0  0  0.000976  0.019345  1.084860
#  1348  东北.瞻昌线  500  0  0.370000  5.270000  4.026760e-05  东北.昌盛站.500.2627   东北.瞻榆站.500.2580    -66.320    128.120     66.352   -150.024  0  0   2700.000    -66.98    134.48     67.10   -152.63  35193  34930  2627  2580  0  0  0.000134  0.001912  0.110988
#  1349  东北.扎昌一线  500  0  1.520000  32.174999  2.609168e-04  东北.昌盛站.500.2627   东北.扎鲁特换流站.500.485    -86.572   -119.683     86.625    -25.287  0  0   3700.000    -88.94   -121.42     92.17    -20.17  35196  29880  2627  485  0  0  0.000551  0.011673  0.719152
#  1350  东北.扎昌二线  500  0  1.520000  32.174999  2.609168e-04  东北.昌盛站.500.2627   东北.扎鲁特换流站.500.485    -86.572   -119.683     86.625    -25.287  0  0   3700.000    -92.10   -120.62     91.89    -20.17  35195  29883  2627  485  0  0  0.000551  0.011673  0.719152
#  1351  吉林.220kV龙富线  220  0  1.079804  5.427093  1.910331e-05  吉林.富强变.220.2628   东北.龙凤站.220.nd35245      0.000      0.000      0.000      0.000  1  1   1690.000      0.00      0.00      0.00      0.00  35199  35245  2628  2634  0  -1  0.002041  0.010259  0.010106
#  1352  吉林.220kV才富线  220  0  6.637697  26.550787  9.451796e-07  吉林.富强变.220.2628   吉林.乾安风场.220.2520      0.000      0.000      0.000      0.000  1  1   1220.000      0.00      0.00      0.00      0.00  35203  35214  2628  2520  0  0  0.012548  0.050191  0.000500
#  1353  吉林.220kV乾富甲线  220  0  3.161488  14.849120  8.653098e-05  吉林.富强变.220.2628   吉林.乾安变.220.2461     -1.582     -3.894      1.582     -5.469  0  0   1220.000     -1.25     -4.82      1.24     -6.26  35204  35132  2628  2461  0  0  0.005976  0.028070  0.045775
#  1354  吉林.220kV镇杏线  220  0  1.267838  5.071352  2.466529e-05  吉林.杏花变.220.2632   吉林.镇赉变.220.2249    -44.842     -3.763     44.888      1.251  0  0    800.000    -43.76     -3.33     43.88     -0.05  35230  35231  2632  2249  0  0  0.002397  0.009587  0.013048
#  1355  吉林.220kV杏乔线  220  0  1.282600  5.130400  5.121281e-05  吉林.杏花变.220.2632   吉林.乔嘉变.220.2572     44.422      8.483    -44.373    -13.869  0  0    800.000     43.07      4.68    -43.62     -8.85  35227  35232  2632  2572  0  0  0.002425  0.009698  0.027092
#  1356  吉林.220kV龙岭甲线  220  0  1.079804  5.427093  1.910331e-05  东北.龙凤站.220.nd35244   吉林.长岭变.220.2439      0.000      0.000      0.000      0.000  1  1    850.000      0.00      0.00      0.00      0.00  35244  35235  2634  2439  -1  0  0.002041  0.010259  0.010106
#  1357  吉林.220kV龙岭乙线  220  0  1.079804  5.427093  1.910331e-05  东北.龙凤站.220.nd35243   吉林.长岭变.220.2439      0.000      0.000      0.000      0.000  1  1    850.000      0.00      0.00      0.00      0.00  35243  35236  2634  2439  -1  0  0.002041  0.010259  0.010106
#  1358  吉林.220kV净南甲线  220  0  0.644688  3.239896  1.156612e-05  吉林.净阳变.220.nd35249   吉林.南城变.220.2603      0.000      0.000      0.000      0.000  1  1   1600.000      0.00      0.00      0.00      0.00  35249  35273  2637  2603  -1  0  0.001219  0.006125  0.006118
#  1359  吉林.220kV净南乙线  220  0  0.644688  3.239896  1.156612e-05  吉林.净阳变.220.nd35250   吉林.南城变.220.2603      0.000      0.000      0.000      0.000  1  1   1600.000      0.00      0.00      0.00      0.00  35250  35274  2637  2603  -1  0  0.001219  0.006125  0.006118
#  1360  吉林.220kV热净甲线  220  0  1.023660  9.450100  5.888843e-05  吉林.净阳变.220.nd35252   吉林.东南热电厂.220.nd35272      0.000      0.000      0.000      0.000  1  1   1600.000      0.00      0.00      0.00      0.00  35252  35272  2637  2624  -1  -1  0.001935  0.017864  0.031152
#  1361  吉林.220kV热净乙线  220  0  1.023660  9.450100  5.888843e-05  吉林.净阳变.220.nd35251   吉林.东南热电厂.220.nd35271      0.000      0.000      0.000      0.000  1  1   1600.000      0.00      0.00      0.00      0.00  35251  35271  2637  2624  -1  -1  0.001935  0.017864  0.031152
#  1362  东北.方永甲线  500  0  3.485000  50.732002  4.175000e-04  东北.方正站.500.2658   东北.永源站.500.2639    255.536    -59.698   -254.695    -11.982  0  0   1500.000    254.25    -51.00   -254.95     -6.40  35287  35609  2658  2639  0  0  0.001264  0.018406  1.150734
#  1363  东北.方永乙线  500  0  3.422000  49.980003  4.181000e-04  东北.方正站.500.2658   东北.永源站.500.2639    259.371    -58.915   -258.521    -18.527  0  0   1500.000    252.00    -51.75   -254.04    -11.88  35293  35613  2658  2639  0  0  0.001242  0.018133  1.152388
#  1364  黑龙江.黑换甲线  220  0  0.310000  1.645600  9.690000e-06  东北.黑河换流站.220.2688   黑龙江.黑河站.220.3025     59.948    -37.823    -59.917     37.015  0  0    600.000     57.05    -34.95    -57.35     33.36  35355  36267  2688  3025  0  0  0.000586  0.003111  0.005126
#  1365  黑龙江.黑换乙线  220  0  0.320000  1.694000  9.560000e-06  东北.黑河换流站.220.2688   黑龙江.黑河站.220.3025     58.212    -36.775    -58.182     35.976  0  0    600.000     58.91    -42.87    -60.43     39.66  35356  36268  2688  3025  0  0  0.000605  0.003202  0.005057
#  1366  东北.兴黑线  500  0  7.610000  114.739998  9.500000e-04  东北.黑河换流站.500.2684   东北.兴福站.500.2730    421.672    -83.118   -416.643     55.306  0  0   1500.000    423.08    -87.08   -421.29     63.82  35408  35444  2684  2730  0  0  0.002761  0.041629  2.618438
#  1367  黑龙江.红卧甲线  110  0  2.077200  8.308800  3.780718e-06  黑龙江.红旗站.110.nd35877   黑龙江.乙烯厂.110.3064      0.000     -0.000      0.000     -0.106  1  0      0.000      0.00     -0.87      0.00      0.00  35877  36571  2886  3064  -1  0  0.015707  0.062826  0.000500
#  1368  黑龙江.红卧乙线  110  0  2.077200  8.308800  3.780718e-06  黑龙江.红旗站.110.nd35874   黑龙江.乙烯厂.110.3064      0.000      0.000      0.000      0.000  1  1      0.000      0.00     -0.87      0.00      0.00  35874  36572  2886  3064  -1  0  0.015707  0.062826  0.000500
#  1369  黑龙江.松利线  220  0  1.835800  7.700000  6.121400e-05  东北.松北站.220.2737   黑龙江.利民站.220.2722    114.418     13.763   -113.938    -17.973  0  0   1200.000    114.04     11.85   -113.89    -15.68  35480  35434  2737  2722  0  0  0.003470  0.014556  0.032382
#  1370  黑龙江.松乐线  220  0  7.570000  35.240398  2.126100e-04  东北.松北站.220.2737   黑龙江.丰乐站.220.2878     -2.833      5.604      2.874    -26.933  0  0   1030.000     -3.65      6.44      2.69    -28.56  35482  36029  2737  2878  0  0  0.014310  0.066617  0.112471
#  1371  黑龙江.松西乙线  220  0  3.520000  17.350000  1.083300e-04  东北.松北站.220.2737   黑龙江.哈西站.220.2672    -13.195    -38.196     13.280     27.397  0  0   1030.000    -11.20    -39.52     10.44     27.60  35481  35376  2737  2672  0  0  0.006654  0.032798  0.057307
#  1372  黑龙江.松肇甲线  220  0  2.150800  12.535601  7.669399e-05  东北.松北站.220.2737   黑龙江.肇东站.220.2970     27.713      5.041    -27.678    -12.655  0  0   1220.000     27.16      5.26    -27.13    -12.83  35475  36788  2737  2970  0  0  0.004066  0.023697  0.040571
#  1373  黑龙江.永发甲线  220  0  0.490000  2.910000  1.655000e-05  东北.永源站.220.2640   黑龙江.宾发站.220.2989    -45.850    -24.172     45.875     22.664  0  0   1200.000    -47.03    -23.32     46.64     20.91  35631  36499  2640  2989  0  0  0.000926  0.005501  0.008755
#  1374  黑龙江.永发乙线  220  0  0.532400  2.890000  1.623000e-05  东北.永源站.220.2640   黑龙江.宾发站.220.2989    -46.397    -23.544     46.425     22.069  0  0   1200.000    -46.23    -23.72     45.97     21.17  35632  36500  2640  2989  0  0  0.001006  0.005463  0.008586
#  1375  黑龙江.阿源甲线  220  0  2.521500  11.339999  6.996000e-05  黑龙江.阿南站.220.2961   东北.永源站.220.2640   -134.592    -23.970    135.548     21.341  0  0   1200.000   -136.24    -22.02    137.08     19.30  36426  35619  2961  2640  0  0  0.004767  0.021437  0.037009
#  1376  黑龙江.阿源乙线  220  0  2.370000  11.083599  7.384000e-05  黑龙江.阿南站.220.2961   东北.永源站.220.2640   -137.774    -25.794    138.718     22.897  0  0   1200.000   -136.05    -30.73    137.08     28.14  36425  35620  2961  2640  0  0  0.004480  0.020952  0.039061
#  1377  黑龙江.阿城甲线  220  0  0.700000  4.060000  1.425500e-05  黑龙江.阿南站.220.2961   黑龙江.阿城站.220.2981     25.579      2.465    -25.569     -3.804  0  0    600.000     26.13      2.88    -25.60     -3.70  36428  36617  2961  2981  0  0  0.001323  0.007675  0.007541
#  1378  黑龙江.阿城乙线  220  0  0.677600  4.080000  1.425500e-05  黑龙江.阿南站.220.2961   黑龙江.阿城站.220.2981     25.460      2.610    -25.451     -3.949  0  0    600.000     25.92      3.15    -25.10     -3.90  36427  36618  2961  2981  0  0  0.001281  0.007713  0.007541
#  1379  黑龙江.宝平线  220  0  2.950000  14.590000  8.909999e-05  黑龙江.宝清站.220.3305   黑龙江.和平站.220.3297     29.894    -29.871    -29.807     21.022  0  0   1200.000     29.75    -28.54    -30.35     20.19  36588  36236  3305  3297  0  0  0.005577  0.027580  0.047134
#  1380  黑龙江.海北线  220  0  6.170000  37.520000  2.126030e-04  黑龙江.北安站.220.3002   黑龙江.海伦站.220.3324     46.743    -13.762    -46.472     -5.769  0  0    600.000     44.28    -14.67    -44.61     -5.81  36254  36284  3002  3324  0  0  0.011664  0.070926  0.112467
#  1381  黑龙江.宾源线  220  0  2.240000  10.530001  6.474501e-05  黑龙江.宾州站.220.2946   东北.永源站.220.2640    -33.426     -4.199     33.476     -2.041  0  0   1220.000    -33.51     -4.49     32.96      0.00  36439  35634  2946  2640  0  0  0.004234  0.019905  0.034250
